<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
US1.AAPL;15;10/28/20;1645;115.0500000;115.4300000;113.4800000;113.5300000;409678
US1.AAPL;15;10/28/20;1700;113.5000000;113.8800000;112.4500000;112.9900000;590184
US1.AAPL;15;10/28/20;1715;112.9700000;113.1100000;112.3700000;112.9100000;401020
US1.AAPL;15;10/28/20;1730;112.9000000;112.9300000;111.9600000;112.3600000;452368
US1.AAPL;15;10/28/20;1745;112.3400000;112.8700000;112.1300000;112.7700000;347933
US1.AAPL;15;10/28/20;1800;112.7900000;112.8500000;112.2100000;112.5400000;294060
US1.AAPL;15;10/28/20;1815;112.5200000;112.6400000;112.1300000;112.4700000;214637
US1.AAPL;15;10/28/20;1830;112.4800000;112.6200000;112.0600000;112.2000000;169618
US1.AAPL;15;10/28/20;1845;112.1100000;112.4300000;112.0000000;112.3900000;153303
US1.AAPL;15;10/28/20;1900;112.3900000;113.0500000;112.3500000;112.9100000;209623
US1.AAPL;15;10/28/20;1915;112.9000000;113.3600000;112.8400000;113.2400000;131136
US1.AAPL;15;10/28/20;1930;113.2400000;113.2900000;112.8400000;112.9500000;145134
US1.AAPL;15;10/28/20;1945;112.9400000;113.1600000;112.7300000;112.8700000;142903
US1.AAPL;15;10/28/20;2000;112.8600000;112.8600000;112.5100000;112.5100000;93820
US1.AAPL;15;10/28/20;2015;112.5000000;112.6500000;112.1500000;112.2500000;137030
US1.AAPL;15;10/28/20;2030;112.2400000;112.5100000;112.0600000;112.5100000;137321
US1.AAPL;15;10/28/20;2045;112.5100000;112.8600000;112.4300000;112.6300000;130194
US1.AAPL;15;10/28/20;2100;112.6200000;113.2300000;112.5800000;113.1700000;138166
US1.AAPL;15;10/28/20;2115;113.1700000;113.1700000;112.6700000;112.7100000;156996
US1.AAPL;15;10/28/20;2130;112.7000000;113.2500000;112.6100000;113.2400000;155575
US1.AAPL;15;10/28/20;2145;113.2400000;113.3700000;112.7900000;112.9000000;199426
US1.AAPL;15;10/28/20;2200;112.9000000;112.9900000;112.4900000;112.9100000;128347
US1.AAPL;15;10/28/20;2215;112.9200000;112.9200000;112.5000000;112.8700000;123317
US1.AAPL;15;10/28/20;2230;112.8100000;113.0700000;112.5700000;112.7100000;171468
US1.AAPL;15;10/28/20;2245;112.7200000;113.2000000;112.4300000;112.4300000;238209
US1.AAPL;15;10/28/20;2300;112.4700000;112.4900000;111.1500000;111.2200000;938199
US1.AAPL;15;10/28/20;2315;111.2400000;111.2400000;111.1500000;111.1500000;200
US1.AAPL;15;10/29/20;1645;112.3200000;114.0300000;112.2200000;113.1500000;480953
US1.AAPL;15;10/29/20;1700;113.1800000;114.1800000;113.0300000;114.0250000;310004
US1.AAPL;15;10/29/20;1715;114.0200000;114.3200000;113.4100000;113.5700000;243250
US1.AAPL;15;10/29/20;1730;113.6000000;114.3600000;113.5600000;114.3600000;162810
US1.AAPL;15;10/29/20;1745;114.3700000;114.6000000;114.0900000;114.2000000;181667
US1.AAPL;15;10/29/20;1800;114.1900000;114.2600000;113.7700000;113.9700000;130716
US1.AAPL;15;10/29/20;1815;114.0000000;114.3100000;113.6100000;114.2800000;125458
US1.AAPL;15;10/29/20;1830;114.2800000;114.9400000;114.2100000;114.6900000;170281
US1.AAPL;15;10/29/20;1845;114.7400000;114.9750000;114.5800000;114.6400000;175854
US1.AAPL;15;10/29/20;1900;114.6300000;114.8100000;114.1700000;114.5000000;155297
US1.AAPL;15;10/29/20;1915;114.5200000;114.8200000;114.3700000;114.8200000;78292
US1.AAPL;15;10/29/20;1930;114.8050000;115.2500000;114.8000000;115.0400000;188710
US1.AAPL;15;10/29/20;1945;115.0600000;115.2300000;114.9000000;114.9900000;123507
US1.AAPL;15;10/29/20;2000;114.9700000;115.1650000;114.9100000;115.0600000;136393
US1.AAPL;15;10/29/20;2015;115.0900000;115.3200000;115.0000000;115.3000000;106154
US1.AAPL;15;10/29/20;2030;115.3100000;115.9600000;115.1200000;115.9200000;192464
US1.AAPL;15;10/29/20;2045;115.9100000;116.0000000;115.7400000;115.9500000;142549
US1.AAPL;15;10/29/20;2100;115.9400000;116.2200000;115.7800000;116.2000000;179385
US1.AAPL;15;10/29/20;2115;116.2000000;116.5300000;116.2000000;116.4800000;226610
US1.AAPL;15;10/29/20;2130;116.4900000;116.8300000;116.4900000;116.7300000;229883
US1.AAPL;15;10/29/20;2145;116.7500000;116.9200000;116.2200000;116.5200000;292463
US1.AAPL;15;10/29/20;2200;116.5400000;116.5800000;115.8300000;116.0300000;201357
US1.AAPL;15;10/29/20;2215;116.0500000;116.6200000;116.0100000;116.3250000;256462
US1.AAPL;15;10/29/20;2230;116.3200000;116.5700000;115.7100000;116.3100000;302495
US1.AAPL;15;10/29/20;2245;116.3300000;116.6300000;116.2000000;116.4700000;236302
US1.AAPL;15;10/29/20;2300;116.4600000;116.7300000;114.7300000;114.7600000;797738
US1.AAPL;15;10/30/20;1645;111.0800000;111.9800000;109.6300000;109.6300000;976471
US1.AAPL;15;10/30/20;1700;109.6400000;110.1300000;108.8500000;109.7000000;794422
US1.AAPL;15;10/30/20;1715;109.6500000;110.4300000;109.3500000;109.5400000;446903
US1.AAPL;15;10/30/20;1730;109.5000000;109.7400000;108.3000000;108.9500000;515271
US1.AAPL;15;10/30/20;1745;108.9400000;109.1200000;108.4800000;108.9400000;424785
US1.AAPL;15;10/30/20;1800;108.9700000;109.5100000;108.5600000;108.5700000;343126
US1.AAPL;15;10/30/20;1815;108.5700000;109.8400000;108.5600000;109.8100000;323484
US1.AAPL;15;10/30/20;1830;109.7500000;109.7500000;109.2000000;109.2500000;248092
US1.AAPL;15;10/30/20;1845;109.2500000;109.4500000;109.0800000;109.3400000;203096
US1.AAPL;15;10/30/20;1900;109.3300000;109.3600000;108.7200000;108.7800000;285414
US1.AAPL;15;10/30/20;1915;108.7500000;109.4700000;108.7000000;109.4200000;232355
US1.AAPL;15;10/30/20;1930;109.4300000;109.9600000;109.3200000;109.4800000;259848
US1.AAPL;15;10/30/20;1945;109.4700000;109.4700000;108.8300000;108.9100000;247259
US1.AAPL;15;10/30/20;2000;108.9000000;109.0500000;108.7800000;108.8900000;178111
US1.AAPL;15;10/30/20;2015;108.8800000;109.1800000;108.5500000;108.5700000;215657
US1.AAPL;15;10/30/20;2030;108.5600000;108.9000000;108.5000000;108.8600000;219505
US1.AAPL;15;10/30/20;2045;108.8500000;108.8500000;108.2000000;108.2900000;282313
US1.AAPL;15;10/30/20;2100;108.2900000;108.5000000;108.1000000;108.3300000;224028
US1.AAPL;15;10/30/20;2115;108.3000000;108.7800000;108.1600000;108.3900000;209570
US1.AAPL;15;10/30/20;2130;108.3700000;108.7600000;108.1700000;108.2300000;169093
US1.AAPL;15;10/30/20;2145;108.2300000;108.6100000;108.0100000;108.1500000;302850
US1.AAPL;15;10/30/20;2200;108.1600000;108.4100000;108.0100000;108.1500000;297151
US1.AAPL;15;10/30/20;2215;108.1400000;108.3000000;107.7400000;108.2200000;608676
US1.AAPL;15;10/30/20;2230;108.1900000;108.6700000;108.0600000;108.0900000;368774
US1.AAPL;15;10/30/20;2245;108.0800000;108.4500000;107.8500000;108.4500000;471903
US1.AAPL;15;10/30/20;2300;108.4400000;109.3000000;107.8800000;109.0200000;1060790
US1.AAPL;15;10/30/20;2315;108.9000000;108.9000000;108.9000000;108.9000000;500
US1.AAPL;15;11/02/20;1745;109.1400000;110.6600000;109.1400000;110.2200000;437346
US1.AAPL;15;11/02/20;1800;110.2300000;110.4200000;109.6300000;109.8200000;302892
US1.AAPL;15;11/02/20;1815;109.8300000;110.1600000;109.0500000;109.8200000;296492
US1.AAPL;15;11/02/20;1830;109.8600000;110.2200000;109.5800000;109.8100000;218694
US1.AAPL;15;11/02/20;1845;109.8200000;109.8500000;108.4400000;108.5100000;329541
US1.AAPL;15;11/02/20;1900;108.5200000;109.0200000;108.4400000;108.5000000;241793
US1.AAPL;15;11/02/20;1915;108.4800000;108.6700000;108.2200000;108.3600000;205137
US1.AAPL;15;11/02/20;1930;108.3700000;108.3700000;107.7800000;107.9900000;226100
US1.AAPL;15;11/02/20;1945;108.0000000;108.3100000;107.7300000;108.3100000;144216
US1.AAPL;15;11/02/20;2000;108.3000000;108.3500000;107.9100000;107.9300000;115933
US1.AAPL;15;11/02/20;2015;107.9300000;108.5900000;107.7900000;108.3000000;205784
US1.AAPL;15;11/02/20;2030;108.2600000;108.5600000;108.1800000;108.5200000;143419
US1.AAPL;15;11/02/20;2045;108.4900000;108.5000000;107.8800000;107.8900000;146708
US1.AAPL;15;11/02/20;2100;107.8900000;108.1700000;107.8000000;108.1700000;109098
US1.AAPL;15;11/02/20;2115;108.1500000;108.1900000;107.8500000;107.8900000;117523
US1.AAPL;15;11/02/20;2130;107.9000000;108.0900000;107.5600000;108.0400000;181314
US1.AAPL;15;11/02/20;2145;108.0100000;108.2300000;107.8800000;107.9900000;107310
US1.AAPL;15;11/02/20;2200;107.9700000;108.0500000;107.3300000;107.4400000;161607
US1.AAPL;15;11/02/20;2215;107.4000000;107.7600000;107.3800000;107.4700000;125504
US1.AAPL;15;11/02/20;2230;107.4600000;107.8950000;107.4300000;107.8000000;160508
US1.AAPL;15;11/02/20;2245;107.8050000;107.8600000;107.6200000;107.7400000;107478
US1.AAPL;15;11/02/20;2300;107.7300000;108.0900000;107.5700000;107.8300000;206071
US1.AAPL;15;11/02/20;2315;107.8200000;108.0900000;107.7500000;108.0100000;137140
US1.AAPL;15;11/02/20;2330;108.0300000;108.3300000;108.0000000;108.2200000;178220
US1.AAPL;15;11/02/20;2345;108.2300000;108.3700000;107.7900000;107.8000000;205911
US1.AAPL;15;11/03/20;0000;107.7900000;108.7700000;107.7900000;108.7700000;735284
US1.AAPL;15;11/03/20;1745;109.6600000;109.7400000;108.7300000;109.2500000;355871
US1.AAPL;15;11/03/20;1800;109.2800000;109.9300000;108.9800000;109.9000000;256470
US1.AAPL;15;11/03/20;1815;109.9000000;110.4100000;109.7900000;110.3600000;286482
US1.AAPL;15;11/03/20;1830;110.3500000;111.0800000;110.3150000;110.6900000;284219
US1.AAPL;15;11/03/20;1845;110.7300000;110.9000000;110.4100000;110.7200000;180300
US1.AAPL;15;11/03/20;1900;110.7000000;111.2000000;110.5900000;111.2000000;200811
US1.AAPL;15;11/03/20;1915;111.1900000;111.3800000;110.6800000;110.6900000;158427
US1.AAPL;15;11/03/20;1930;110.7400000;111.1500000;110.7200000;110.8600000;149997
US1.AAPL;15;11/03/20;1945;110.9050000;111.3600000;110.8500000;111.2900000;133776
US1.AAPL;15;11/03/20;2000;111.3000000;111.4500000;110.8000000;110.9000000;202683
US1.AAPL;15;11/03/20;2015;110.9100000;111.0500000;110.5300000;110.6600000;141105
US1.AAPL;15;11/03/20;2030;110.6500000;111.0600000;110.6500000;111.0500000;130642
US1.AAPL;15;11/03/20;2045;111.0550000;111.0600000;110.6900000;110.7500000;109146
US1.AAPL;15;11/03/20;2100;110.7600000;110.8900000;110.6100000;110.7100000;75864
US1.AAPL;15;11/03/20;2115;110.7000000;110.9100000;110.6700000;110.6900000;94281
US1.AAPL;15;11/03/20;2130;110.7000000;110.7200000;110.4500000;110.5100000;97408
US1.AAPL;15;11/03/20;2145;110.5500000;110.6600000;110.1800000;110.4100000;143607
US1.AAPL;15;11/03/20;2200;110.4000000;110.4400000;109.7700000;109.8500000;133891
US1.AAPL;15;11/03/20;2215;109.8450000;110.3300000;109.8100000;110.2100000;145558
US1.AAPL;15;11/03/20;2230;110.2100000;110.3100000;110.0300000;110.0800000;100446
US1.AAPL;15;11/03/20;2245;110.0900000;110.4500000;109.9800000;110.3400000;100402
US1.AAPL;15;11/03/20;2300;110.2850000;110.4500000;110.2100000;110.3700000;91284
US1.AAPL;15;11/03/20;2315;110.3800000;110.3900000;110.0000000;110.2100000;125494
US1.AAPL;15;11/03/20;2330;110.1900000;110.8500000;110.1700000;110.8200000;167852
US1.AAPL;15;11/03/20;2345;110.8600000;111.4600000;110.7100000;110.8200000;357684
US1.AAPL;15;11/04/20;0000;110.8100000;111.1200000;110.3100000;110.4000000;550582
US1.AAPL;15;11/04/20;1745;114.1400000;114.4800000;112.3600000;113.4600000;914138
US1.AAPL;15;11/04/20;1800;113.4600000;113.5700000;112.6800000;113.5500000;527312
US1.AAPL;15;11/04/20;1815;113.5500000;115.0700000;113.5100000;114.8500000;750241
US1.AAPL;15;11/04/20;1830;114.8700000;115.5000000;114.7400000;114.9300000;426862
US1.AAPL;15;11/04/20;1845;114.9300000;114.9800000;114.3300000;114.4200000;254820
US1.AAPL;15;11/04/20;1900;114.4300000;114.9400000;114.2400000;114.9000000;237428
US1.AAPL;15;11/04/20;1915;114.8700000;114.9100000;113.8800000;114.0400000;217710
US1.AAPL;15;11/04/20;1930;114.0900000;114.5000000;113.8300000;114.3400000;227519
US1.AAPL;15;11/04/20;1945;114.3600000;114.8500000;114.3600000;114.7750000;232030
US1.AAPL;15;11/04/20;2000;114.7900000;115.2200000;114.6800000;115.1100000;274514
US1.AAPL;15;11/04/20;2015;115.1200000;115.2300000;114.6900000;114.9700000;187531
US1.AAPL;15;11/04/20;2030;115.0000000;115.4500000;114.7400000;115.3000000;225288
US1.AAPL;15;11/04/20;2045;115.2700000;115.4950000;115.1200000;115.4300000;207091
US1.AAPL;15;11/04/20;2100;115.4500000;115.5800000;115.1600000;115.1900000;249450
US1.AAPL;15;11/04/20;2115;115.2200000;115.2900000;114.7200000;114.9400000;190251
US1.AAPL;15;11/04/20;2130;114.9300000;115.2100000;114.8800000;115.2000000;169439
US1.AAPL;15;11/04/20;2145;115.2200000;115.5000000;114.6200000;114.7000000;237436
US1.AAPL;15;11/04/20;2200;114.7100000;115.0400000;114.6600000;114.8700000;159765
US1.AAPL;15;11/04/20;2215;114.8800000;115.1300000;114.6900000;114.7400000;206344
US1.AAPL;15;11/04/20;2230;114.7500000;115.0000000;114.4400000;114.8700000;197792
US1.AAPL;15;11/04/20;2245;114.8900000;115.0000000;114.4800000;114.6500000;180549
US1.AAPL;15;11/04/20;2300;114.6400000;115.1700000;114.6400000;115.0400000;163228
US1.AAPL;15;11/04/20;2315;115.0350000;115.3500000;114.8300000;115.0500000;229343
US1.AAPL;15;11/04/20;2330;115.0500000;115.0500000;114.5800000;114.7700000;259694
US1.AAPL;15;11/04/20;2345;114.7800000;115.0900000;114.6850000;114.8700000;260528
US1.AAPL;15;11/05/20;0000;114.8600000;115.4900000;114.7400000;114.9200000;837678
US1.AAPL;15;11/05/20;1745;118.0400000;118.5900000;116.8800000;118.5700000;730667
US1.AAPL;15;11/05/20;1800;118.5800000;119.6200000;118.5500000;118.7700000;634511
US1.AAPL;15;11/05/20;1815;118.7750000;119.2400000;118.3000000;118.3500000;379684
US1.AAPL;15;11/05/20;1830;118.3400000;118.7100000;117.5800000;117.7100000;316589
US1.AAPL;15;11/05/20;1845;117.7300000;118.3700000;117.7000000;118.1100000;205612
US1.AAPL;15;11/05/20;1900;118.0800000;118.3900000;117.7400000;118.3900000;177654
US1.AAPL;15;11/05/20;1915;118.3900000;118.5800000;117.9350000;118.1700000;143725
US1.AAPL;15;11/05/20;1930;118.2000000;118.3700000;118.0700000;118.3000000;98128
US1.AAPL;15;11/05/20;1945;118.3200000;118.3800000;117.9300000;118.0000000;118043
US1.AAPL;15;11/05/20;2000;118.0200000;118.2900000;118.0100000;118.1000000;106222
US1.AAPL;15;11/05/20;2015;118.1600000;118.3700000;117.9700000;118.1300000;135851
US1.AAPL;15;11/05/20;2030;118.1600000;118.1800000;117.4200000;117.6000000;195312
US1.AAPL;15;11/05/20;2045;117.6100000;117.9400000;117.4600000;117.8600000;130310
US1.AAPL;15;11/05/20;2100;117.8900000;118.0700000;117.8800000;117.9650000;97150
US1.AAPL;15;11/05/20;2115;117.9900000;118.1500000;117.8450000;118.0300000;112539
US1.AAPL;15;11/05/20;2130;118.0500000;118.3700000;117.9100000;118.2300000;101515
US1.AAPL;15;11/05/20;2145;118.2400000;118.3300000;118.0300000;118.3200000;77726
US1.AAPL;15;11/05/20;2200;118.3100000;118.4600000;118.1800000;118.3900000;93852
US1.AAPL;15;11/05/20;2215;118.4300000;118.6100000;118.3500000;118.4900000;117129
US1.AAPL;15;11/05/20;2230;118.5400000;118.8500000;118.4900000;118.8200000;122195
US1.AAPL;15;11/05/20;2245;118.8300000;119.2700000;118.5900000;119.2200000;247433
US1.AAPL;15;11/05/20;2300;119.2300000;119.2500000;118.8550000;119.1700000;161849
US1.AAPL;15;11/05/20;2315;119.1500000;119.2800000;118.7800000;118.9000000;171647
US1.AAPL;15;11/05/20;2330;118.8900000;119.1200000;118.8200000;119.0200000;168823
US1.AAPL;15;11/05/20;2345;119.0300000;119.0600000;118.5300000;118.6800000;229665
US1.AAPL;15;11/06/20;0000;118.6600000;119.3000000;118.4600000;118.9600000;602433
US1.AAPL;15;11/06/20;1745;118.3200000;118.6300000;116.3200000;116.6600000;556823
US1.AAPL;15;11/06/20;1800;116.6400000;116.9000000;116.1300000;116.3000000;291116
US1.AAPL;15;11/06/20;1815;116.2800000;117.1100000;116.1400000;117.0000000;276534
US1.AAPL;15;11/06/20;1830;117.0000000;117.5900000;116.8400000;117.4700000;206601
US1.AAPL;15;11/06/20;1845;117.4600000;117.6800000;117.1500000;117.6400000;192403
US1.AAPL;15;11/06/20;1900;117.6300000;117.8900000;117.2600000;117.4200000;201943
US1.AAPL;15;11/06/20;1915;117.4200000;118.0900000;117.3100000;117.8200000;227126
US1.AAPL;15;11/06/20;1930;117.8200000;118.1200000;117.6500000;118.1200000;141466
US1.AAPL;15;11/06/20;1945;118.1100000;118.4400000;118.0300000;118.3800000;134122
US1.AAPL;15;11/06/20;2000;118.3700000;118.8100000;118.3000000;118.7400000;199158
US1.AAPL;15;11/06/20;2015;118.7800000;119.1800000;118.6600000;118.7400000;223273
US1.AAPL;15;11/06/20;2030;118.7800000;118.8300000;118.3000000;118.4000000;120351
US1.AAPL;15;11/06/20;2045;118.4400000;118.8800000;118.4400000;118.8700000;131034
US1.AAPL;15;11/06/20;2100;118.8800000;118.9600000;118.6200000;118.8900000;131156
US1.AAPL;15;11/06/20;2115;118.8800000;119.1500000;118.8300000;119.1500000;102923
US1.AAPL;15;11/06/20;2130;119.1600000;119.1900000;118.8800000;119.1100000;115143
US1.AAPL;15;11/06/20;2145;119.1000000;119.1000000;118.9200000;118.9400000;76575
US1.AAPL;15;11/06/20;2200;118.9500000;119.0700000;118.8500000;119.0000000;60187
US1.AAPL;15;11/06/20;2215;118.9900000;119.1200000;118.8500000;119.1000000;94231
US1.AAPL;15;11/06/20;2230;119.1000000;119.1650000;118.8700000;118.8800000;80826
US1.AAPL;15;11/06/20;2245;118.9000000;119.0400000;118.4800000;118.4900000;159806
US1.AAPL;15;11/06/20;2300;118.5000000;118.5450000;118.2400000;118.4700000;135071
US1.AAPL;15;11/06/20;2315;118.4700000;118.5600000;118.1300000;118.4800000;136016
US1.AAPL;15;11/06/20;2330;118.4750000;118.5650000;118.0900000;118.3600000;216558
US1.AAPL;15;11/06/20;2345;118.3600000;118.8500000;118.2600000;118.8500000;226130
US1.AAPL;15;11/07/20;0000;118.8400000;119.0500000;118.4100000;118.7100000;512399
US1.AAPL;15;11/09/20;1745;120.5000000;121.6700000;118.4900000;119.3700000;874931
US1.AAPL;15;11/09/20;1800;119.4100000;120.5800000;119.0000000;119.7700000;622964
US1.AAPL;15;11/09/20;1815;119.7300000;120.9800000;119.6700000;120.8800000;447816
US1.AAPL;15;11/09/20;1830;120.8900000;121.7800000;120.8500000;121.6100000;446648
US1.AAPL;15;11/09/20;1845;121.6100000;121.9800000;120.8600000;121.1200000;358567
US1.AAPL;15;11/09/20;1900;121.1500000;121.1500000;120.0800000;120.6200000;278485
US1.AAPL;15;11/09/20;1915;120.6000000;120.8500000;119.7300000;120.7200000;308280
US1.AAPL;15;11/09/20;1930;120.7300000;121.5700000;120.5600000;121.5700000;332145
US1.AAPL;15;11/09/20;1945;121.5300000;121.6800000;120.9300000;121.2900000;221869
US1.AAPL;15;11/09/20;2000;121.3000000;121.3900000;120.5500000;120.5600000;139367
US1.AAPL;15;11/09/20;2015;120.5700000;120.8000000;120.1700000;120.3000000;179455
US1.AAPL;15;11/09/20;2030;120.3100000;120.8600000;120.0000000;120.6700000;143590
US1.AAPL;15;11/09/20;2045;120.6500000;120.9500000;120.4700000;120.8200000;122841
US1.AAPL;15;11/09/20;2100;120.8100000;120.9300000;120.4500000;120.8200000;232391
US1.AAPL;15;11/09/20;2115;120.8100000;121.0000000;120.6100000;120.6800000;179339
US1.AAPL;15;11/09/20;2130;120.6600000;120.6800000;120.0300000;120.0600000;122865
US1.AAPL;15;11/09/20;2145;120.0400000;120.1300000;119.7300000;119.8100000;173333
US1.AAPL;15;11/09/20;2200;119.8200000;120.1000000;119.3900000;119.6500000;169566
US1.AAPL;15;11/09/20;2215;119.6300000;119.8000000;119.2400000;119.2500000;169352
US1.AAPL;15;11/09/20;2230;119.2300000;119.2700000;118.6500000;118.9300000;244050
US1.AAPL;15;11/09/20;2245;118.9100000;119.1000000;118.5200000;119.1000000;207950
US1.AAPL;15;11/09/20;2300;119.1000000;119.1200000;118.2000000;118.5300000;235988
US1.AAPL;15;11/09/20;2315;118.5500000;118.9400000;118.4200000;118.5200000;241858
US1.AAPL;15;11/09/20;2330;118.5400000;118.8300000;117.9300000;118.0200000;291951
US1.AAPL;15;11/09/20;2345;118.1000000;118.4350000;117.8000000;118.1100000;408285
US1.AAPL;15;11/10/20;0000;118.1200000;118.2000000;116.0700000;116.3200000;1143731
US1.AAPL;15;11/10/20;0015;116.3200000;116.3200000;116.3200000;116.3200000;137
US1.AAPL;15;11/10/20;1745;115.5700000;117.5500000;115.3600000;116.9200000;479615
US1.AAPL;15;11/10/20;1800;116.8600000;116.8600000;115.7500000;115.7700000;336668
US1.AAPL;15;11/10/20;1815;115.7600000;116.9300000;115.5400000;116.4000000;276349
US1.AAPL;15;11/10/20;1830;116.3600000;116.6100000;115.4800000;115.4900000;220750
US1.AAPL;15;11/10/20;1845;115.4800000;115.8000000;114.1400000;114.4100000;401274
US1.AAPL;15;11/10/20;1900;114.4200000;115.2800000;114.2800000;115.0000000;234730
US1.AAPL;15;11/10/20;1915;115.0500000;116.0900000;114.9100000;115.9600000;185773
US1.AAPL;15;11/10/20;1930;115.9600000;116.5900000;115.3400000;116.5700000;160109
US1.AAPL;15;11/10/20;1945;116.5700000;117.1800000;116.3350000;117.1400000;180196
US1.AAPL;15;11/10/20;2000;117.1600000;117.3300000;116.6800000;116.6800000;184388
US1.AAPL;15;11/10/20;2015;116.7200000;117.4700000;116.6200000;117.3000000;184987
US1.AAPL;15;11/10/20;2030;117.3400000;117.4500000;116.6800000;116.8200000;110963
US1.AAPL;15;11/10/20;2045;116.7800000;117.0200000;115.8300000;116.3000000;206428
US1.AAPL;15;11/10/20;2100;116.3100000;117.1000000;116.2300000;116.9200000;140676
US1.AAPL;15;11/10/20;2115;116.9700000;117.5800000;116.9600000;117.0100000;193164
US1.AAPL;15;11/10/20;2130;117.0000000;117.0200000;116.0400000;116.5800000;178444
US1.AAPL;15;11/10/20;2145;116.5700000;116.8650000;115.9000000;116.7800000;149469
US1.AAPL;15;11/10/20;2200;116.8100000;117.0600000;116.5400000;116.8700000;148946
US1.AAPL;15;11/10/20;2215;116.8800000;117.2900000;116.2400000;116.5300000;193389
US1.AAPL;15;11/10/20;2230;116.5700000;116.8700000;116.0000000;116.4200000;225083
US1.AAPL;15;11/10/20;2245;116.3800000;117.2700000;116.3400000;116.6900000;277203
US1.AAPL;15;11/10/20;2300;116.6900000;117.0200000;116.4700000;116.7300000;225300
US1.AAPL;15;11/10/20;2315;116.7400000;116.9200000;116.1900000;116.3300000;215608
US1.AAPL;15;11/10/20;2330;116.3500000;116.9900000;116.3300000;116.9400000;208223
US1.AAPL;15;11/10/20;2345;116.9400000;117.0100000;116.4300000;116.7200000;261923
US1.AAPL;15;11/11/20;0000;116.7100000;116.7800000;115.7400000;115.9800000;706790
US1.AAPL;15;11/11/20;1745;117.1800000;117.8400000;116.4700000;117.8400000;431425
US1.AAPL;15;11/11/20;1800;117.8400000;118.0700000;117.4100000;117.7000000;443178
US1.AAPL;15;11/11/20;1815;117.7100000;118.4000000;117.6400000;118.0800000;360031
US1.AAPL;15;11/11/20;1830;118.1600000;118.2800000;117.8400000;118.2100000;285496
US1.AAPL;15;11/11/20;1845;118.2200000;118.4900000;117.9050000;117.9900000;220654
US1.AAPL;15;11/11/20;1900;118.0100000;118.2600000;117.8000000;118.1800000;162591
US1.AAPL;15;11/11/20;1915;118.1800000;118.2000000;117.8350000;118.1400000;162418
US1.AAPL;15;11/11/20;1930;118.1400000;118.4000000;117.9900000;118.2400000;130711
US1.AAPL;15;11/11/20;1945;118.2700000;118.3300000;118.1000000;118.1900000;83967
US1.AAPL;15;11/11/20;2000;118.1800000;118.7700000;118.1300000;118.7700000;153202
US1.AAPL;15;11/11/20;2015;118.7700000;119.1000000;118.5450000;119.0600000;194135
US1.AAPL;15;11/11/20;2030;119.0600000;119.0900000;118.7800000;119.0000000;109679
US1.AAPL;15;11/11/20;2045;119.0200000;119.4000000;119.0100000;119.3900000;161502
US1.AAPL;15;11/11/20;2100;119.3900000;119.4800000;119.0200000;119.2200000;119951
US1.AAPL;15;11/11/20;2115;119.2200000;119.2800000;119.0500000;119.2500000;126443
US1.AAPL;15;11/11/20;2130;119.2400000;119.5000000;119.1700000;119.2200000;151586
US1.AAPL;15;11/11/20;2145;119.2100000;119.5500000;119.1900000;119.3100000;128526
US1.AAPL;15;11/11/20;2200;119.3300000;119.4050000;119.0800000;119.1200000;107713
US1.AAPL;15;11/11/20;2215;119.1100000;119.5300000;119.0200000;119.3200000;137958
US1.AAPL;15;11/11/20;2230;119.3300000;119.3800000;119.1100000;119.1100000;134828
US1.AAPL;15;11/11/20;2245;119.1400000;119.4100000;118.9300000;119.1500000;146461
US1.AAPL;15;11/11/20;2300;119.1700000;119.1800000;118.7100000;118.9000000;123276
US1.AAPL;15;11/11/20;2315;118.9400000;119.2200000;118.8800000;119.2200000;104236
US1.AAPL;15;11/11/20;2330;119.2100000;119.2100000;118.8200000;118.9000000;181459
US1.AAPL;15;11/11/20;2345;118.9000000;119.4100000;118.8700000;119.3400000;201968
US1.AAPL;15;11/12/20;0000;119.3300000;119.6200000;119.2200000;119.5100000;385384
US1.AAPL;15;11/12/20;1745;119.6200000;120.0400000;118.8100000;119.6600000;510883
US1.AAPL;15;11/12/20;1800;119.7000000;119.8100000;119.0400000;119.7200000;338693
US1.AAPL;15;11/12/20;1815;119.7100000;120.1700000;119.5000000;120.0900000;286190
US1.AAPL;15;11/12/20;1830;120.0900000;120.1700000;119.7700000;119.9900000;241928
US1.AAPL;15;11/12/20;1845;119.9600000;120.5200000;119.9500000;120.4200000;289737
US1.AAPL;15;11/12/20;1900;120.4200000;120.5000000;120.1300000;120.2100000;158030
US1.AAPL;15;11/12/20;1915;120.2150000;120.5200000;119.8700000;119.8700000;173522
US1.AAPL;15;11/12/20;1930;119.8600000;120.0100000;119.6500000;119.8750000;119593
US1.AAPL;15;11/12/20;1945;119.8700000;119.8700000;119.0300000;119.1400000;179861
US1.AAPL;15;11/12/20;2000;119.1400000;119.6500000;119.1000000;119.6000000;130982
US1.AAPL;15;11/12/20;2015;119.5950000;120.2000000;119.5150000;120.1300000;207935
US1.AAPL;15;11/12/20;2030;120.1100000;120.1200000;119.6600000;119.6600000;185920
US1.AAPL;15;11/12/20;2045;119.6500000;120.0600000;119.5400000;119.6400000;147186
US1.AAPL;15;11/12/20;2100;119.6500000;119.6600000;118.9700000;119.4900000;227691
