<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
US1.AAPL;15;04/06/21;1845;126.8700000;126.9500000;126.7400000;126.9300000;73602
US1.AAPL;15;04/06/21;1900;126.8900000;126.9400000;126.6800000;126.9200000;55548
US1.AAPL;15;04/06/21;1915;126.9300000;126.9300000;126.5200000;126.5700000;54850
US1.AAPL;15;04/06/21;1930;126.5400000;126.6550000;126.4300000;126.4600000;60608
US1.AAPL;15;04/06/21;1945;126.4600000;126.6200000;126.4500000;126.5900000;68576
US1.AAPL;15;04/06/21;2000;126.5900000;126.6400000;126.2200000;126.2300000;58903
US1.AAPL;15;04/06/21;2015;126.2400000;126.2800000;126.0800000;126.2300000;77265
US1.AAPL;15;04/06/21;2030;126.2200000;126.2400000;125.7500000;125.8900000;121058
US1.AAPL;15;04/06/21;2045;125.8800000;126.1200000;125.8200000;126.1000000;80208
US1.AAPL;15;04/06/21;2100;126.1000000;126.2000000;126.0400000;126.1700000;44961
US1.AAPL;15;04/06/21;2115;126.1900000;126.3800000;126.1400000;126.3000000;79233
US1.AAPL;15;04/06/21;2130;126.3100000;126.4400000;126.2300000;126.4200000;47727
US1.AAPL;15;04/06/21;2145;126.4200000;126.5700000;126.1300000;126.5200000;70588
US1.AAPL;15;04/06/21;2200;126.4900000;126.6000000;126.4200000;126.5500000;73194
US1.AAPL;15;04/06/21;2215;126.5500000;126.6100000;126.3000000;126.4700000;101762
US1.AAPL;15;04/06/21;2230;126.4600000;126.6700000;126.3800000;126.4600000;91241
US1.AAPL;15;04/06/21;2245;126.4700000;126.5000000;126.2900000;126.3400000;103489
US1.AAPL;15;04/06/21;2300;126.3300000;126.3900000;126.0000000;126.2200000;468892
US1.AAPL;15;04/07/21;1645;125.8300000;126.1000000;125.1500000;125.7100000;365675
US1.AAPL;15;04/07/21;1700;125.7200000;126.2000000;125.7100000;126.1200000;150221
US1.AAPL;15;04/07/21;1715;126.1200000;126.8300000;126.0500000;126.7000000;167062
US1.AAPL;15;04/07/21;1730;126.7000000;127.2300000;126.5800000;127.1400000;211277
US1.AAPL;15;04/07/21;1745;127.1500000;127.2400000;126.9000000;127.0900000;134423
US1.AAPL;15;04/07/21;1800;127.0800000;127.1700000;126.7750000;126.8900000;93780
US1.AAPL;15;04/07/21;1815;126.9000000;127.4600000;126.9000000;127.3200000;205042
US1.AAPL;15;04/07/21;1830;127.3300000;127.4400000;127.1200000;127.2300000;99690
US1.AAPL;15;04/07/21;1845;127.2200000;127.2200000;126.7600000;126.9400000;123107
US1.AAPL;15;04/07/21;1900;126.9500000;127.3100000;126.9300000;127.3100000;111955
US1.AAPL;15;04/07/21;1915;127.3300000;127.4700000;127.2400000;127.4100000;87298
US1.AAPL;15;04/07/21;1930;127.4200000;127.4200000;127.1200000;127.1500000;88703
US1.AAPL;15;04/07/21;1945;127.1400000;127.3400000;127.1200000;127.2300000;66044
US1.AAPL;15;04/07/21;2000;127.2400000;127.2400000;127.0400000;127.0900000;64141
US1.AAPL;15;04/07/21;2015;127.0800000;127.2500000;127.0200000;127.0800000;119812
US1.AAPL;15;04/07/21;2030;127.0900000;127.0900000;126.8600000;127.0400000;84549
US1.AAPL;15;04/07/21;2045;127.0500000;127.2100000;126.9600000;127.2000000;72158
US1.AAPL;15;04/07/21;2100;127.2100000;127.2800000;127.0700000;127.2350000;73815
US1.AAPL;15;04/07/21;2115;127.2500000;127.6350000;127.2450000;127.6300000;181484
US1.AAPL;15;04/07/21;2130;127.6400000;127.7700000;127.5200000;127.7400000;138468
US1.AAPL;15;04/07/21;2145;127.7300000;127.7400000;127.5300000;127.5900000;91172
US1.AAPL;15;04/07/21;2200;127.6200000;127.7300000;127.5000000;127.5800000;84918
US1.AAPL;15;04/07/21;2215;127.5900000;127.8000000;127.5450000;127.6000000;122052
US1.AAPL;15;04/07/21;2230;127.6000000;127.6900000;127.2100000;127.3200000;118900
US1.AAPL;15;04/07/21;2245;127.3200000;127.5900000;127.2700000;127.4800000;165319
US1.AAPL;15;04/07/21;2300;127.4800000;127.9200000;127.4700000;127.9100000;440736
US1.AAPL;15;04/08/21;1645;128.9500000;129.6700000;128.5200000;129.2900000;486035
US1.AAPL;15;04/08/21;1700;129.3200000;130.0000000;129.0300000;129.9700000;374869
US1.AAPL;15;04/08/21;1715;129.9800000;130.0600000;129.2500000;129.3400000;340338
US1.AAPL;15;04/08/21;1730;129.3400000;129.6300000;129.2200000;129.3400000;171263
US1.AAPL;15;04/08/21;1745;129.3200000;129.6150000;129.2500000;129.4600000;139582
US1.AAPL;15;04/08/21;1800;129.4700000;129.4700000;129.0300000;129.2500000;172617
US1.AAPL;15;04/08/21;1815;129.2500000;129.3500000;129.1100000;129.2400000;90578
US1.AAPL;15;04/08/21;1830;129.2200000;129.5500000;129.0700000;129.5100000;108420
US1.AAPL;15;04/08/21;1845;129.4800000;129.6500000;129.4200000;129.4400000;119449
US1.AAPL;15;04/08/21;1900;129.4400000;129.6600000;129.4200000;129.5800000;69182
US1.AAPL;15;04/08/21;1915;129.5900000;129.6600000;129.4100000;129.6600000;86345
US1.AAPL;15;04/08/21;1930;129.6600000;129.8100000;129.6300000;129.7400000;131500
US1.AAPL;15;04/08/21;1945;129.7600000;129.8400000;129.6500000;129.8000000;85841
US1.AAPL;15;04/08/21;2000;129.7950000;129.8900000;129.6600000;129.8100000;98479
US1.AAPL;15;04/08/21;2015;129.8100000;130.1400000;129.7600000;129.9300000;152316
US1.AAPL;15;04/08/21;2030;129.9200000;130.0400000;129.8200000;130.0300000;104009
US1.AAPL;15;04/08/21;2045;130.0400000;130.2700000;129.8200000;129.8700000;142319
US1.AAPL;15;04/08/21;2100;129.8600000;129.9600000;129.7500000;129.9400000;79215
US1.AAPL;15;04/08/21;2115;129.9600000;130.1150000;129.9200000;130.0400000;54343
US1.AAPL;15;04/08/21;2130;130.0500000;130.2900000;129.9500000;130.2000000;95651
US1.AAPL;15;04/08/21;2145;130.1900000;130.3800000;130.1800000;130.3000000;115456
US1.AAPL;15;04/08/21;2200;130.3000000;130.3100000;130.0900000;130.2700000;68651
US1.AAPL;15;04/08/21;2215;130.2800000;130.3100000;130.1400000;130.2100000;90437
US1.AAPL;15;04/08/21;2230;130.2200000;130.3200000;130.0150000;130.0200000;97177
US1.AAPL;15;04/08/21;2245;130.0300000;130.2250000;129.9200000;130.2100000;141772
US1.AAPL;15;04/08/21;2300;130.2200000;130.3900000;130.0800000;130.3700000;423279
US1.AAPL;15;04/09/21;1645;129.8700000;130.2500000;129.4700000;130.2500000;430366
US1.AAPL;15;04/09/21;1700;130.2400000;131.0500000;130.0800000;130.8500000;344745
US1.AAPL;15;04/09/21;1715;130.8400000;131.1900000;130.6800000;131.0500000;290808
US1.AAPL;15;04/09/21;1730;131.0500000;131.3900000;130.9900000;131.0300000;214211
US1.AAPL;15;04/09/21;1745;131.0100000;131.4200000;131.0000000;131.0800000;165207
US1.AAPL;15;04/09/21;1800;131.0800000;131.1600000;130.7200000;130.7700000;171668
US1.AAPL;15;04/09/21;1815;130.7900000;130.9500000;130.5400000;130.8600000;127625
US1.AAPL;15;04/09/21;1830;130.8600000;131.2000000;130.8500000;130.9800000;147822
US1.AAPL;15;04/09/21;1845;130.9800000;131.4150000;130.9300000;131.3200000;136128
US1.AAPL;15;04/09/21;1900;131.3100000;131.5500000;131.2200000;131.4300000;113189
US1.AAPL;15;04/09/21;1915;131.4500000;131.5500000;131.2800000;131.3400000;110156
US1.AAPL;15;04/09/21;1930;131.3900000;131.4800000;131.2900000;131.4400000;70693
US1.AAPL;15;04/09/21;1945;131.4200000;131.6200000;131.3300000;131.5900000;88709
US1.AAPL;15;04/09/21;2000;131.6100000;131.8000000;131.5300000;131.7800000;99210
US1.AAPL;15;04/09/21;2015;131.7800000;132.0900000;131.7400000;132.0200000;184117
US1.AAPL;15;04/09/21;2030;132.0300000;132.3000000;132.0100000;132.0600000;128624
US1.AAPL;15;04/09/21;2045;132.0600000;132.4900000;132.0200000;132.4600000;153317
US1.AAPL;15;04/09/21;2100;132.4700000;132.6200000;132.3300000;132.4100000;153220
US1.AAPL;15;04/09/21;2115;132.4200000;132.4900000;132.1500000;132.2600000;110094
US1.AAPL;15;04/09/21;2130;132.2700000;132.3500000;132.0600000;132.0600000;147163
US1.AAPL;15;04/09/21;2145;132.0800000;132.3200000;132.0200000;132.1600000;109443
US1.AAPL;15;04/09/21;2200;132.1600000;132.3900000;132.1600000;132.2700000;112603
US1.AAPL;15;04/09/21;2215;132.2600000;132.2600000;131.9000000;132.2100000;172697
US1.AAPL;15;04/09/21;2230;132.2100000;132.5550000;132.1800000;132.5200000;194182
US1.AAPL;15;04/09/21;2245;132.5300000;132.7800000;132.4200000;132.5550000;270057
US1.AAPL;15;04/09/21;2300;132.5600000;133.0000000;132.5100000;132.9900000;782346
US1.AAPL;15;04/12/21;1645;132.5300000;132.8500000;131.7300000;132.0800000;553047
US1.AAPL;15;04/12/21;1700;132.0800000;132.3700000;131.3800000;131.6500000;345582
US1.AAPL;15;04/12/21;1715;131.6400000;132.0200000;131.5500000;131.6900000;176761
US1.AAPL;15;04/12/21;1730;131.6800000;132.2300000;131.6100000;131.8700000;137737
US1.AAPL;15;04/12/21;1745;131.9100000;131.9200000;131.0550000;131.1500000;158954
US1.AAPL;15;04/12/21;1800;131.1400000;131.4600000;131.1400000;131.1800000;87191
US1.AAPL;15;04/12/21;1815;131.1800000;131.4200000;131.1300000;131.2600000;103708
US1.AAPL;15;04/12/21;1830;131.2500000;131.3900000;131.0800000;131.2000000;78952
US1.AAPL;15;04/12/21;1845;131.2100000;131.2500000;130.6400000;130.9300000;118497
US1.AAPL;15;04/12/21;1900;130.9400000;131.0100000;130.6800000;130.9700000;97669
US1.AAPL;15;04/12/21;1915;130.9800000;131.1800000;130.9500000;131.0400000;70387
US1.AAPL;15;04/12/21;1930;131.0400000;131.3000000;130.8500000;131.2800000;75628
US1.AAPL;15;04/12/21;1945;131.2800000;131.4700000;131.2200000;131.4500000;81614
US1.AAPL;15;04/12/21;2000;131.4600000;131.8600000;131.3900000;131.8500000;66562
US1.AAPL;15;04/12/21;2015;131.8500000;132.2600000;131.8500000;132.1800000;117783
US1.AAPL;15;04/12/21;2030;132.1900000;132.2000000;131.7200000;131.8100000;64548
US1.AAPL;15;04/12/21;2045;131.7800000;131.8500000;131.6800000;131.7200000;84945
US1.AAPL;15;04/12/21;2100;131.7400000;131.9300000;131.4600000;131.5000000;74067
US1.AAPL;15;04/12/21;2115;131.4900000;131.8200000;131.4500000;131.7600000;74198
US1.AAPL;15;04/12/21;2130;131.7600000;131.7900000;131.4500000;131.5400000;54292
US1.AAPL;15;04/12/21;2145;131.5300000;131.6000000;131.2400000;131.2500000;59615
US1.AAPL;15;04/12/21;2200;131.2400000;131.2800000;130.9200000;131.0200000;97971
US1.AAPL;15;04/12/21;2215;131.0100000;131.2700000;130.8500000;131.1800000;120079
US1.AAPL;15;04/12/21;2230;131.1700000;131.4950000;131.0850000;131.3100000;121143
US1.AAPL;15;04/12/21;2245;131.3100000;131.4000000;131.1300000;131.3800000;166119
US1.AAPL;15;04/12/21;2300;131.3900000;131.5200000;131.2200000;131.2700000;472713
US1.AAPL;15;04/12/21;2315;131.2600000;131.2600000;131.2600000;131.2600000;100
US1.AAPL;15;04/13/21;1645;132.4400000;133.5400000;131.9300000;133.2500000;448756
US1.AAPL;15;04/13/21;1700;133.2800000;133.6800000;133.0450000;133.1200000;261416
US1.AAPL;15;04/13/21;1715;133.1200000;133.2400000;132.7700000;133.0900000;293033
US1.AAPL;15;04/13/21;1730;133.0800000;133.3400000;132.8400000;133.3100000;186374
US1.AAPL;15;04/13/21;1745;133.3300000;133.6400000;133.3000000;133.5000000;135134
US1.AAPL;15;04/13/21;1800;133.5000000;133.5400000;133.1000000;133.1500000;155944
US1.AAPL;15;04/13/21;1815;133.1500000;133.4300000;133.1000000;133.1200000;94693
US1.AAPL;15;04/13/21;1830;133.1100000;133.2300000;132.9200000;133.0200000;89346
US1.AAPL;15;04/13/21;1845;133.0200000;133.1800000;132.8300000;133.0300000;84746
US1.AAPL;15;04/13/21;1900;133.0300000;133.1200000;132.8500000;133.0600000;80136
US1.AAPL;15;04/13/21;1915;133.0500000;134.0200000;133.0100000;134.0100000;325534
US1.AAPL;15;04/13/21;1930;134.0100000;134.3300000;133.8300000;134.0900000;191670
US1.AAPL;15;04/13/21;1945;134.1000000;134.3300000;134.0500000;134.1600000;99171
US1.AAPL;15;04/13/21;2000;134.1600000;134.6600000;134.1000000;134.1400000;205101
US1.AAPL;15;04/13/21;2015;134.1200000;134.4200000;134.1000000;134.3100000;85557
US1.AAPL;15;04/13/21;2030;134.3400000;134.4200000;134.1300000;134.1300000;52043
US1.AAPL;15;04/13/21;2045;134.1200000;134.5300000;134.0800000;134.4500000;80896
US1.AAPL;15;04/13/21;2100;134.4600000;134.4900000;134.2600000;134.2600000;75983
US1.AAPL;15;04/13/21;2115;134.2700000;134.2800000;134.0600000;134.2300000;78264
US1.AAPL;15;04/13/21;2130;134.2300000;134.3000000;134.1700000;134.2900000;57377
US1.AAPL;15;04/13/21;2145;134.2700000;134.5400000;134.2600000;134.4600000;79778
US1.AAPL;15;04/13/21;2200;134.4800000;134.5200000;134.3400000;134.3550000;65399
US1.AAPL;15;04/13/21;2215;134.3600000;134.5300000;134.2250000;134.4400000;124366
US1.AAPL;15;04/13/21;2230;134.4400000;134.6000000;134.4150000;134.5900000;135897
US1.AAPL;15;04/13/21;2245;134.6000000;134.6000000;134.3900000;134.5100000;168770
US1.AAPL;15;04/13/21;2300;134.4900000;134.5900000;134.2900000;134.4000000;457197
US1.AAPL;15;04/14/21;1645;134.9600000;135.0000000;133.5700000;134.3200000;509433
US1.AAPL;15;04/14/21;1700;134.3100000;134.3100000;133.4500000;134.0100000;233382
US1.AAPL;15;04/14/21;1715;134.0200000;134.0300000;133.5900000;133.7100000;135647
US1.AAPL;15;04/14/21;1730;133.7200000;133.9500000;133.4500000;133.5700000;149160
US1.AAPL;15;04/14/21;1745;133.5700000;133.8800000;133.3600000;133.4500000;110298
US1.AAPL;15;04/14/21;1800;133.4600000;133.8300000;133.2500000;133.2700000;96227
US1.AAPL;15;04/14/21;1815;133.2900000;133.4700000;132.9600000;133.1500000;136366
US1.AAPL;15;04/14/21;1830;133.1500000;133.1600000;132.5800000;132.9000000;138053
US1.AAPL;15;04/14/21;1845;132.9000000;133.2300000;132.8300000;133.2300000;77206
US1.AAPL;15;04/14/21;1900;133.2300000;133.3400000;133.1200000;133.3300000;61765
US1.AAPL;15;04/14/21;1915;133.3300000;133.3300000;132.9900000;133.1400000;59415
US1.AAPL;15;04/14/21;1930;133.1100000;133.3800000;133.0900000;133.2700000;61232
US1.AAPL;15;04/14/21;1945;133.2400000;133.5600000;133.1900000;133.5200000;52097
US1.AAPL;15;04/14/21;2000;133.5000000;133.6000000;133.4300000;133.5300000;39168
US1.AAPL;15;04/14/21;2015;133.5300000;133.5600000;133.3000000;133.5100000;33813
US1.AAPL;15;04/14/21;2030;133.4900000;133.5000000;133.2800000;133.2800000;35626
US1.AAPL;15;04/14/21;2045;133.2600000;133.3000000;132.9700000;133.0700000;58473
US1.AAPL;15;04/14/21;2100;133.0700000;133.1800000;132.5800000;132.6900000;81992
US1.AAPL;15;04/14/21;2115;132.6900000;132.6900000;131.6600000;132.2500000;222718
US1.AAPL;15;04/14/21;2130;132.2500000;132.9500000;132.1500000;132.8000000;143152
US1.AAPL;15;04/14/21;2145;132.8300000;132.8700000;132.5400000;132.7200000;116099
US1.AAPL;15;04/14/21;2200;132.7300000;132.7800000;132.2300000;132.2900000;124476
US1.AAPL;15;04/14/21;2215;132.2900000;132.4100000;132.0200000;132.4100000;162568
US1.AAPL;15;04/14/21;2230;132.3900000;132.6500000;132.3100000;132.6000000;150509
US1.AAPL;15;04/14/21;2245;132.5500000;132.6300000;132.0800000;132.2200000;208275
US1.AAPL;15;04/14/21;2300;132.2200000;132.3000000;131.8200000;132.1400000;663037
US1.AAPL;15;04/15/21;1645;133.8200000;134.6500000;133.6600000;134.3000000;489709
US1.AAPL;15;04/15/21;1700;134.3000000;134.9500000;134.1900000;134.3400000;445320
US1.AAPL;15;04/15/21;1715;134.3650000;134.8100000;134.0800000;134.7500000;208777
US1.AAPL;15;04/15/21;1730;134.7700000;134.9400000;134.5950000;134.9400000;189232
US1.AAPL;15;04/15/21;1745;134.9500000;134.9900000;134.5400000;134.7200000;288550
US1.AAPL;15;04/15/21;1800;134.7300000;134.7400000;134.1900000;134.3000000;184879
US1.AAPL;15;04/15/21;1815;134.3000000;134.6800000;134.2600000;134.4500000;103659
US1.AAPL;15;04/15/21;1830;134.4800000;134.5300000;134.1850000;134.2100000;111249
US1.AAPL;15;04/15/21;1845;134.2200000;134.3200000;134.0600000;134.2000000;111352
US1.AAPL;15;04/15/21;1900;134.2000000;134.4500000;134.2000000;134.3200000;96261
US1.AAPL;15;04/15/21;1915;134.3000000;134.3400000;133.9800000;133.9800000;99661
US1.AAPL;15;04/15/21;1930;133.9900000;134.0200000;133.7100000;133.8100000;155142
US1.AAPL;15;04/15/21;1945;133.7700000;134.3500000;133.7100000;134.3400000;153882
US1.AAPL;15;04/15/21;2000;134.3400000;134.5800000;134.3300000;134.5700000;107745
US1.AAPL;15;04/15/21;2015;134.5700000;134.6600000;134.2700000;134.3300000;84486
US1.AAPL;15;04/15/21;2030;134.3600000;134.6500000;134.3400000;134.6400000;76050
US1.AAPL;15;04/15/21;2045;134.6400000;134.7600000;134.5600000;134.7000000;87061
US1.AAPL;15;04/15/21;2100;134.6900000;134.7300000;134.5400000;134.5800000;58160
US1.AAPL;15;04/15/21;2115;134.5900000;134.6800000;134.4400000;134.4400000;75736
US1.AAPL;15;04/15/21;2130;134.4800000;134.5550000;134.3500000;134.5000000;90408
US1.AAPL;15;04/15/21;2145;134.5000000;134.5850000;134.3350000;134.3450000;87917
US1.AAPL;15;04/15/21;2200;134.3600000;134.3900000;134.1350000;134.2700000;59657
US1.AAPL;15;04/15/21;2215;134.2700000;134.3300000;133.9600000;134.0600000;110382
US1.AAPL;15;04/15/21;2230;134.0600000;134.1600000;133.9450000;134.0900000;111049
US1.AAPL;15;04/15/21;2245;134.1000000;134.3500000;134.0000000;134.3500000;189060
US1.AAPL;15;04/15/21;2300;134.3400000;134.5000000;134.3000000;134.5000000;411206
US1.AAPL;15;04/16/21;1645;134.3800000;134.6500000;133.7200000;134.0200000;485828
US1.AAPL;15;04/16/21;1700;134.0200000;134.0400000;133.2800000;133.4100000;203922
US1.AAPL;15;04/16/21;1715;133.4000000;134.4100000;133.3700000;134.2900000;219743
US1.AAPL;15;04/16/21;1730;134.2800000;134.5800000;134.1700000;134.1900000;176992
US1.AAPL;15;04/16/21;1745;134.2200000;134.3400000;133.9600000;134.3200000;106916
US1.AAPL;15;04/16/21;1800;134.2700000;134.4000000;133.9700000;133.9700000;68481
US1.AAPL;15;04/16/21;1815;134.0000000;134.0900000;133.8400000;133.8800000;80652
US1.AAPL;15;04/16/21;1830;133.8900000;134.0400000;133.7000000;133.7500000;75882
US1.AAPL;15;04/16/21;1845;133.7700000;133.9400000;133.7700000;133.8300000;73318
US1.AAPL;15;04/16/21;1900;133.8500000;133.8600000;133.6750000;133.8400000;85611
US1.AAPL;15;04/16/21;1915;133.8300000;133.9900000;133.7400000;133.9200000;63769
US1.AAPL;15;04/16/21;1930;133.9200000;134.1100000;133.8900000;134.0300000;82394
US1.AAPL;15;04/16/21;1945;134.0200000;134.0800000;133.8700000;133.9100000;55503
US1.AAPL;15;04/16/21;2000;133.9000000;133.9400000;133.7900000;133.7900000;55879
US1.AAPL;15;04/16/21;2015;133.7800000;133.9100000;133.7300000;133.7400000;50407
US1.AAPL;15;04/16/21;2030;133.7400000;133.7900000;133.6400000;133.6400000;37476
US1.AAPL;15;04/16/21;2045;133.6500000;133.7400000;133.5800000;133.7400000;70644
US1.AAPL;15;04/16/21;2100;133.7500000;133.8100000;133.5300000;133.5350000;50625
US1.AAPL;15;04/16/21;2115;133.5350000;133.9400000;133.5300000;133.9000000;95985
US1.AAPL;15;04/16/21;2130;133.9000000;133.9700000;133.7800000;133.9700000;76963
US1.AAPL;15;04/16/21;2145;133.9700000;134.0700000;133.9300000;133.9900000;96594
US1.AAPL;15;04/16/21;2200;133.9900000;134.1100000;133.9550000;133.9900000;73341
US1.AAPL;15;04/16/21;2215;133.9800000;134.0800000;133.8900000;133.9800000;86462
US1.AAPL;15;04/16/21;2230;133.9800000;134.1700000;133.9450000;134.1000000;103208
US1.AAPL;15;04/16/21;2245;134.1000000;134.1200000;133.9900000;133.9900000;163928
US1.AAPL;15;04/16/21;2300;133.9800000;134.1500000;133.9450000;134.1200000;478412
US1.AAPL;15;04/19/21;1645;133.4900000;135.2700000;133.3400000;135.2000000;567528
US1.AAPL;15;04/19/21;1700;135.2300000;135.3200000;134.7600000;135.2150000;271274
US1.AAPL;15;04/19/21;1715;135.2200000;135.4700000;134.3800000;134.6400000;328526
US1.AAPL;15;04/19/21;1730;134.6200000;134.8900000;134.2700000;134.8100000;172636
US1.AAPL;15;04/19/21;1745;134.8100000;135.2100000;134.6650000;134.6900000;166988
US1.AAPL;15;04/19/21;1800;134.6700000;134.8300000;134.1600000;134.8000000;181992
US1.AAPL;15;04/19/21;1815;134.8000000;135.0700000;134.6400000;135.0400000;166740
US1.AAPL;15;04/19/21;1830;135.0700000;135.0800000;134.6600000;134.9400000;115906
US1.AAPL;15;04/19/21;1845;134.9400000;134.9400000;134.3400000;134.3400000;169990
US1.AAPL;15;04/19/21;1900;134.3400000;134.5900000;134.2500000;134.3900000;116813
US1.AAPL;15;04/19/21;1915;134.3700000;134.4300000;134.0200000;134.2400000;119418
US1.AAPL;15;04/19/21;1930;134.2500000;134.5300000;134.0400000;134.1700000;93755
US1.AAPL;15;04/19/21;1945;134.1700000;134.1900000;133.7200000;133.8800000;173864
US1.AAPL;15;04/19/21;2000;133.8800000;134.1200000;133.7600000;134.0600000;91431
US1.AAPL;15;04/19/21;2015;134.0600000;134.5000000;134.0000000;134.4850000;102081
US1.AAPL;15;04/19/21;2030;134.5000000;134.5300000;134.3500000;134.4100000;87298
US1.AAPL;15;04/19/21;2045;134.4100000;134.6600000;134.3100000;134.5300000;68782
US1.AAPL;15;04/19/21;2100;134.5300000;134.6250000;134.4500000;134.5700000;53793
US1.AAPL;15;04/19/21;2115;134.5500000;134.6400000;134.4000000;134.4600000;70333
US1.AAPL;15;04/19/21;2130;134.4800000;134.8100000;134.4800000;134.7400000;94017
US1.AAPL;15;04/19/21;2145;134.7400000;134.7500000;134.3400000;134.4300000;106762
US1.AAPL;15;04/19/21;2200;134.4300000;134.5800000;134.3400000;134.5800000;94105
US1.AAPL;15;04/19/21;2215;134.5800000;134.6000000;134.3600000;134.4300000;98897
US1.AAPL;15;04/19/21;2230;134.4400000;134.4900000;134.2100000;134.2800000;120143
US1.AAPL;15;04/19/21;2245;134.2800000;134.4900000;134.1500000;134.4300000;169005
US1.AAPL;15;04/19/21;2300;134.4500000;134.9300000;134.3100000;134.8600000;369008
US1.AAPL;15;04/20/21;1645;135.0300000;135.4200000;134.4400000;134.6300000;261458
US1.AAPL;15;04/20/21;1700;134.6200000;135.5300000;134.6200000;135.2100000;293354
US1.AAPL;15;04/20/21;1715;135.1900000;135.4300000;134.4500000;134.5250000;251732
US1.AAPL;15;04/20/21;1730;134.5200000;134.7400000;134.3200000;134.4000000;137748
US1.AAPL;15;04/20/21;1745;134.3800000;134.4500000;133.8600000;133.9200000;185590
US1.AAPL;15;04/20/21;1800;133.9100000;133.9400000;133.5000000;133.6900000;250628
US1.AAPL;15;04/20/21;1815;133.6700000;133.8000000;133.5000000;133.6300000;156094
US1.AAPL;15;04/20/21;1830;133.6200000;133.6600000;132.5200000;132.8000000;346534
US1.AAPL;15;04/20/21;1845;132.7900000;132.9000000;132.2900000;132.9000000;254938
US1.AAPL;15;04/20/21;1900;132.9200000;133.3400000;132.8600000;133.1500000;144226
US1.AAPL;15;04/20/21;1915;133.1600000;133.4500000;133.1200000;133.4000000;109962
US1.AAPL;15;04/20/21;1930;133.4100000;133.7300000;133.3300000;133.6200000;87274
US1.AAPL;15;04/20/21;1945;133.6200000;133.6500000;133.2800000;133.3200000;78492
US1.AAPL;15;04/20/21;2000;133.3200000;133.5900000;133.2100000;133.5300000;89189
US1.AAPL;15;04/20/21;2015;133.5400000;133.8200000;133.0600000;133.0900000;184354
US1.AAPL;15;04/20/21;2030;133.1100000;133.2000000;132.3600000;132.3800000;151982
US1.AAPL;15;04/20/21;2045;132.4000000;132.9000000;132.3800000;132.8400000;77409
US1.AAPL;15;04/20/21;2100;132.8450000;133.2300000;132.8400000;133.1600000;89424
US1.AAPL;15;04/20/21;2115;133.1500000;133.1600000;132.6900000;132.9800000;150029
US1.AAPL;15;04/20/21;2130;132.9700000;132.9800000;132.4900000;132.5300000;104575
US1.AAPL;15;04/20/21;2145;132.5200000;132.5600000;131.9700000;132.1400000;139917
US1.AAPL;15;04/20/21;2200;132.1100000;132.3500000;131.8200000;132.0000000;114341
US1.AAPL;15;04/20/21;2215;132.0000000;132.5100000;132.0000000;132.4500000;121509
US1.AAPL;15;04/20/21;2230;132.4600000;132.6700000;132.3300000;132.6500000;124691
US1.AAPL;15;04/20/21;2245;132.6500000;132.9200000;132.5200000;132.9200000;209898
US1.AAPL;15;04/20/21;2300;132.9400000;133.2000000;132.8800000;133.1200000;404012
US1.AAPL;15;04/21/21;1645;132.3700000;133.0500000;131.3100000;131.6000000;383356
US1.AAPL;15;04/21/21;1700;131.6400000;132.6500000;131.5200000;132.6300000;225169
US1.AAPL;15;04/21/21;1715;132.6200000;132.6400000;132.0300000;132.1300000;152143
US1.AAPL;15;04/21/21;1730;132.1000000;132.6000000;131.9200000;132.5200000;142469
US1.AAPL;15;04/21/21;1745;132.5100000;132.5100000;132.0600000;132.2100000;112291
US1.AAPL;15;04/21/21;1800;132.2400000;132.3100000;131.9500000;132.1700000;127360
US1.AAPL;15;04/21/21;1815;132.1900000;132.8400000;132.0900000;132.8100000;100964
US1.AAPL;15;04/21/21;1830;132.7900000;133.3000000;132.7800000;133.2700000;158725
US1.AAPL;15;04/21/21;1845;133.2600000;133.4300000;133.1200000;133.2600000;127592
US1.AAPL;15;04/21/21;1900;133.2700000;133.5000000;133.0900000;133.4400000;108797
US1.AAPL;15;04/21/21;1915;133.4200000;133.4200000;133.0900000;133.2000000;70872
US1.AAPL;15;04/21/21;1930;133.1900000;133.2700000;132.9500000;132.9800000;91617
US1.AAPL;15;04/21/21;1945;132.9950000;133.0800000;132.8650000;133.0100000;74902
US1.AAPL;15;04/21/21;2000;133.0000000;133.0200000;132.7600000;132.8300000;60960
US1.AAPL;15;04/21/21;2015;132.8500000;133.1600000;132.8200000;133.1100000;61064
US1.AAPL;15;04/21/21;2030;133.1300000;133.2500000;133.0900000;133.0900000;54691
US1.AAPL;15;04/21/21;2045;133.1100000;133.2400000;133.0900000;133.1400000;55246
US1.AAPL;15;04/21/21;2100;133.1200000;133.1300000;133.0200000;133.0500000;69761
US1.AAPL;15;04/21/21;2115;133.0700000;133.3900000;133.0700000;133.3700000;92320
US1.AAPL;15;04/21/21;2130;133.3600000;133.4200000;133.0500000;133.1400000;67883
US1.AAPL;15;04/21/21;2145;133.1400000;133.2500000;133.0900000;133.0900000;56320
US1.AAPL;15;04/21/21;2200;133.0900000;133.2100000;133.0700000;133.2100000;48239
US1.AAPL;15;04/21/21;2215;133.2000000;133.3500000;133.1000000;133.3100000;50740
US1.AAPL;15;04/21/21;2230;133.3000000;133.4500000;133.2400000;133.4000000;83627
